NORAD_number,satellite_name,country_of_owner,owner_operator,user,purpose,class_of_orbit,launch_date,contractor,country_of_contractor,launch_location,launch_vehicle
41908,Superview 1-02 (GaoJing 1-02),China,Beijing Space View Technology,Commercial,Earth Observation,LEO,2016-12-28,China Aerospace Science and Technology Corp. (CASC),China,Taiyuan Launch Center,Long March 2D
43099,Superview 1-03 (GaoJing 1-03),China,Beijing Space View Technology,Commercial,Earth Observation,LEO,2018-01-08,China Aerospace Science and Technology Corp. (CASC),China,Taiyuan Launch Center,Long March 2D
43100,Superview 1-04  (GaoJing 1-04),China,Beijing Space View Technology,Commercial,Earth Observation,LEO,2018-01-08,China Aerospace Science and Technology Corp. (CASC),China,Taiyuan Launch Center,Long March 2D
45115,Swampsat-2,USA,University of Florida,Civil,Technology Development,LEO,2020-01-31,University of Florida,USA,Cygnus,Nanorack Deployer
39452,SWARM-A,ESA,European Space Agency (ESA),Government,Earth Observation,LEO,2013-11-22,Astrium,France,Plesetsk Cosmodrome,Rokot
39451,SWARM-B,ESA,European Space Agency (ESA),Government,Earth Observation,LEO,2013-11-22,Astrium,France,Plesetsk Cosmodrome,Rokot
39453,SWARM-C,ESA,European Space Agency (ESA),Government,Earth Observation,LEO,2013-11-22,Astrium,France,Plesetsk Cosmodrome,Rokot
41607,Swayam,India,"College of Engineering, Pune",Civil,Technology Development,LEO,2016-06-22,"College of Engineering, Pune",India,Satish Dhawan Space Centre,PSLV XL
44427,Swiatowid,Poland,SatRevolution,Commercial,Earth Observation,LEO,2019-07-12,SatRevolution,Poland,International Space Station,Nanorack Deployer
28485,Swift ,USA/United Kingdom/Italy,Goddard Space Flight Center/Penn State University,Government/Civil,Space Science,LEO,2004-11-20,Spectrum Astro (General Dynamics),USA,Cape Canaveral,Delta 7320
35932,SwissCube,Switzerland,Ecole Polytechnique Fédérale de Lausanne (EPFL),Civil,Technology Development,LEO,2009-09-23,Ecole Polytechnique Fédérale de Lausanne (EPFL),Switzerland,Satish Dhawan Space Centre,PSLV
28885,Syracuse 3A (Systeme de Radio Communications Utilisant un Satellite),France,Defense Ministry,Military,Communications,GEO,2005-10-13,Alcatel Alenia Space,France/Italy,Guiana Space Center,Ariane 5
29273,Syracuse 3B (Systeme de Radio Communications Utilisant un Satellite),France,Defense Ministry,Military,Communications,GEO,2006-08-11,Alcatel Alenia Space,France/Italy,Guiana Space Center,Ariane 5
37818,TacSat 4,USA,Naval Research Laboratory,Military,Technology Development,Elliptical,2011-09-27,Naval Research Laboratory/Johns Hopkins University Applied Physics Laboratory,USA,Kodiak Launch Complex,Minotaur 4
39473,TacSat 6,USA,Operational Responsive Space (ORS) Office,Military,Technology Development,LEO,2013-12-05,Air Force Research Laboratory (AFRL),USA,Vandenberg AFB,Atlas 5
36605,TanDEM-X (TerraSAR-X add-on for Digital Elevation Measurement),Germany,German Aerospace Center (DLR)/Astrium,Government,Earth Observation,LEO,2010-06-21,EADS Astrium,France/UK/Germany/Spain,Baikonur Cosmodrome,Dnepr
43656,Tangguo Guan (Candy Can),China,Alibaba,Commercial,Communications,LEO,2018-10-24,Unknown,China,Taiyuan Launch Center,Long March 4B
26464,"Tango (part of Cluster quartet, Cluster 2 FM8)",ESA,European Space Agency (ESA) (and 250 international scientific investigators),Government,Space Science,Elliptical,2000-08-09,Dornier Systems (Astrium) and 35 subcontractors,International,Baikonur Cosmodrome,Soyuz
41898,"TanSat (Tan Weixing, Carbon Satellite)",China,China Meteorological Administration,Government,Earth Observation,LEO,2016-12-21,Shanghai Engineering Center for Microsatellites,China,Jiuquan Satellite Launch Center,Long March 2D
43597,Tanyusha No. 3 (Radioskaf 8),Russia,Southwestern State University,Civil,Technology Development,LEO,2018-08-15,Southwestern State University,Russia,International Space Station,Manual Deployment
44482,TDO,USA,US Air Force,Military,Technology Development,Elliptical,2019-08-08,Unknown,USA,Cape Canaveral,Atlas 5
27566,"TDRS-10 (Tracking and Data Relay Satellite, TDRS-J)",USA,National Aeronautics and Space Administration (NASA),Government,Communications,GEO,2002-12-04,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 2A
39070,"TDRS-11 (Tracking and Data Relay Satellite, TDRS K)",USA,National Aeronautics and Space Administration (NASA)/Goddard Space Flight Center,Government,Communications,GEO,2013-01-31,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 5
39504,"TDRS-12 (Tracking and Data Relay Satellite, TDRS L)",USA,National Aeronautics and Space Administration (NASA),Government,Communications,GEO,2014-01-23,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 5
42915,"TDRS-13 (Tracking and Data Relay Satellite, TDRS M)",USA,National Aeronautics and Space Administration (NASA),Government,Communications,GEO,2017-08-18,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 5
19548,"TDRS-3 (Tracking and Data Relay Satellite, TDRS-C) ",USA,National Aeronautics and Space Administration (NASA),Government,Communications,GEO,1988-09-29,TRW Defense and Space Systems Group,USA,Cape Canaveral,Space Shuttle (STS 26)
21639,"TDRS-5 (Tracking and Data Relay Satellite, TDRS-E)",USA,SES S.A.,Government/Commercial,Communications,GEO,1991-08-02,TRW Defense and Space Systems Group,USA,Cape Canaveral,Space Shuttle (STS 43)
22314,"TDRS-6 (Tracking and Data Relay Satellite, TDRS-F)",USA,National Aeronautics and Space Administration (NASA)/SES Americom (SES [Société Européenne des Satellites (SES)]),Government/Commercial,Communications,GEO,1993-01-13,TRW Defense and Space Systems Group,USA,Cape Canaveral,Space Shuttle (STS 54)
23613,"TDRS-7 (Tracking and Data Relay Satellite, TDRS-G)",USA,National Aeronautics and Space Administration (NASA),Government,Communications,GEO,1995-07-13,TRW Defense and Space Systems Group,USA,Cape Canaveral,Space Shuttle (STS 70)
26388,"TDRS-8 (Tracking and Data Relay Satellite, TDRS-H)",USA,National Aeronautics and Space Administration (NASA),Government,Communications,GEO,2000-06-30,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 2A
27389,"TDRS-9 (Tracking and Data Relay Satellite, TDRS-I)",USA,National Aeronautics and Space Administration (NASA),Government,Communications,GEO,2002-03-08,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 2A
42829,Technosat,Germany,Technical University Berlin,Civil,Technology Demonstration,LEO,2017-07-14,Technical University Berlin,Germany,Baikonur Cosmodrome,Soyuz 2.1a
32476,"TecSAR (Ofeq 8, Polaris)",Israel,Defense Ministry,Military,Earth Observation,LEO,2008-01-21,Israel Aerospace Industries (IAI),Israel,Satish Dhawan Space Centre,PSLV C10
41169,TeLEOS 1,Singapore,AgilSpace,Commercial,Earth Observation,LEO,2015-12-16,ST Electronics Ltd.,Singapore,Satish Dhawan Space Centre,PSLV C29
28902,Telkom 2,Indonesia,PT Telkomunikasi,Commercial,Communications,GEO,2005-11-16,Orbital Sciences Corp.,USA,Guiana Space Center,Ariane 5 ECA
41944,Telkom 3S,Indonesia,PT Telkomunikasi,Commercial,Communications,GEO,2017-02-14,Thales Alenia Space,France/Italy,Guiana Space Center,Ariane 5 ECA
34111,Telstar 11N,Canada,"Telesat Canada Ltd. (BCE, Inc.)",Commercial,Communications,GEO,2009-02-26,Space Systems/Loral,USA,Sea Launch Odyssey,Zenit 3SLB
25949,Telstar 12 (Orion 2),Multinational,EUTELSAT S.A. -- leased from Loral Skynet Satellite Services (Loral Global Alliance) ,Commercial,Communications,GEO,1999-10-19,Space Systems/Loral,USA,Guiana Space Center,Ariane 44LP
41036,Telstar 12V (Telstar 12 Vantage),Canada,"Telesat Canada Ltd. (BCE, Inc.)",Commercial,Communications,GEO,2015-11-24,Airbus Defense and Space,France/UK/Germany/Spain,Tanegashima Space Center,H2A
37602,Telstar 14R (Estrela do Sul 2),Canada,"Telesat Canada Ltd. (BCE, Inc.)",Commercial,Communications,GEO,2011-05-20,Space Systems/Loral,USA,Baikonur Cosmodrome,Proton
43611,Telstar 18 VANTAGE (Apstar 5C),Canada,"Telesat Canada Ltd. (BCE, Inc.)/APT Satellite Holdings Ltd.",Commercial,Communications,GEO,2018-09-10,Space Systems/Loral,USA,Cape Canaveral,Falcon 9
43562,Telstar 19 Vantage,Canada,"Telesat Canada Ltd. (BCE, Inc.)",Commercial,Communications,GEO,2018-07-22,Space Systems/Loral,USA,Cape Canaveral,Falcon 9
43547,TEMPEST-D,USA,Colorado State University,Civil,Space Science,LEO,2018-07-13,"Colorado State University, NASA Jet Propulsion Laboratory, Blue Canyon Technologies, Inc.",USA,International Space Station,Nanorack Deployer
43677,Ten-Koh,Japan,Kyushu Institute of Technology,Civil,Space Science,LEO,2018-10-29,Kyushu Technical University,Japan,Tanegashima Space Center,H2A
